Node	Degree	R[0]	R[0] Rank	R[200]	Ranking	Network_Id
P2R3A_HUMAN	2.00	1.81	798	0.00016	1026	1
2ABG_HUMAN	2.00	1.81	796	0.00016	1024	1
SHOC2_HUMAN	2.00	1.81	797	0.00016	1025	1
TOX4_HUMAN	1.00	0.90	1787	0.00011	2329	1
NAC1_HUMAN	1.00	0.90	1788	0.00011	2351	1
NAC2_HUMAN	1.00	0.90	1785	0.00011	2349	1
NAC3_HUMAN	1.00	0.90	1786	0.00011	2350	1
BMR1B_HUMAN	1.00	0.90	1952	0.00010	2354	1
HAX1_HUMAN	1.00	0.90	1953	0.00010	2355	1
IP3KC_HUMAN	1.00	0.90	1950	0.00010	2352	1
SDC2_HUMAN	1.00	0.90	1951	0.00010	2353	1
ROM1_HUMAN	1.00	0.90	1948	0.00019	719	1
CNGB1_HUMAN	1.00	0.90	1949	0.00019	720	1
GRAP2_HUMAN	1.00	0.90	1946	0.00019	718	1
AL2CL_HUMAN	1.00	0.90	1947	0.00014	1610	2
DP13B_HUMAN	1.00	0.90	1944	0.00014	1608	2
ANFY1_HUMAN	1.00	0.90	1945	0.00014	1609	2
US6NL_HUMAN	1.00	0.90	1942	0.00014	1606	2
AGTR1_HUMAN	1.00	0.90	1943	0.00014	1607	2
OCRL_HUMAN	2.00	1.81	822	0.00022	513	2
RABX5_HUMAN	1.00	0.90	1941	0.00014	1605	2
RUFY1_HUMAN	1.00	0.90	1939	0.00014	1603	2
RAE1_HUMAN	1.00	0.90	1940	0.00014	1604	2
PRAF1_HUMAN	1.00	0.90	1938	0.00014	1602	2
RAE2_HUMAN	1.00	0.90	1937	0.00014	1601	2
GDIB_HUMAN	1.00	0.90	1936	0.00014	1600	2
RB22A_HUMAN	1.00	0.90	1935	0.00014	1599	2
RABE2_HUMAN	1.00	0.90	1934	0.00014	1598	2
KIF3B_HUMAN	1.00	0.90	1933	0.00014	1597	2
PGTB2_HUMAN	1.00	0.90	1932	0.00014	1596	2
SH3K1_HUMAN	2.00	1.81	821	0.00020	664	1
PK3C3_HUMAN	1.00	0.90	1931	0.00014	1595	2
RIN2_HUMAN	2.00	1.81	820	0.00022	512	2
AP1G2_HUMAN	1.00	0.90	1930	0.00014	1594	2
RIN1_HUMAN	1.00	0.90	1929	0.00014	1593	2
STX4_HUMAN	2.00	1.81	819	0.00022	511	2
TBC3F_HUMAN	2.00	1.81	818	0.00022	510	2
PDGFB_HUMAN	2.00	1.81	817	0.00022	509	2
SUN2_HUMAN	1.00	0.90	1928	0.00014	1592	2
KCNN3_HUMAN	1.00	0.90	1924	0.00014	1588	2
PI2R_HUMAN	1.00	0.90	1925	0.00014	1589	2
NDKB_HUMAN	1.00	0.90	1926	0.00014	1590	2
VPS45_HUMAN	1.00	0.90	1927	0.00014	1591	2
PRA1_HUMAN	1.00	0.90	1922	0.00014	1586	2
ACTN4_HUMAN	1.00	0.90	1923	0.00014	1587	2
PGFRB_HUMAN	3.00	2.71	477	0.00028	285	1
ITB1_HUMAN	3.00	2.71	478	0.00028	286	1
EHD1_HUMAN	1.00	0.90	1918	0.00014	1582	2
EHD2_HUMAN	1.00	0.90	1919	0.00014	1583	2
SGSM3_HUMAN	1.00	0.90	1920	0.00014	1584	2
EHD3_HUMAN	1.00	0.90	1921	0.00014	1585	2
BAIP2_HUMAN	1.00	0.90	1914	0.00014	1683	2
CHIO_HUMAN	1.00	0.90	1915	0.00014	1684	2
DEFI6_HUMAN	1.00	0.90	1916	0.00014	1685	2
HACE1_HUMAN	1.00	0.90	1917	0.00014	1686	2
MRCKG_HUMAN	1.00	0.90	1911	0.00014	1680	2
NOXA1_HUMAN	1.00	0.90	1910	0.00014	1679	2
PAR6B_HUMAN	1.00	0.90	1913	0.00014	1682	2
PLXA4_HUMAN	1.00	0.90	1912	0.00014	1681	2
RHG15_HUMAN	1.00	0.90	1907	0.00014	1676	2
SH3R1_HUMAN	1.00	0.90	1906	0.00014	1675	2
SH3R3_HUMAN	1.00	0.90	1909	0.00014	1678	2
UNKL_HUMAN	1.00	0.90	1908	0.00014	1677	2
ARHG4_HUMAN	1.00	0.90	1903	0.00014	1672	2
FLNB_HUMAN	1.00	0.90	1902	0.00014	1671	2
CYFP1_HUMAN	1.00	0.90	1905	0.00014	1674	2
PIAS3_HUMAN	1.00	0.90	1904	0.00014	1673	2
ARHGP_HUMAN	1.00	0.90	1899	0.00014	1668	2
KALRN_HUMAN	1.00	0.90	1898	0.00014	1667	2
PAK3_HUMAN	1.00	0.90	1901	0.00014	1670	2
ELMO1_HUMAN	1.00	0.90	1900	0.00014	1669	2
NCKP1_HUMAN	1.00	0.90	1893	0.00014	1662	2
PI42A_HUMAN	1.00	0.90	1894	0.00014	1663	2
STAU1_HUMAN	1.00	0.90	1891	0.00014	1660	2
CHIN_HUMAN	1.00	0.90	1892	0.00014	1661	2
FINC_HUMAN	3.00	2.71	476	0.00027	329	1
RHG33_HUMAN	1.00	0.90	1897	0.00014	1666	2
M3K11_HUMAN	1.00	0.90	1895	0.00014	1664	2
MTR1A_HUMAN	1.00	0.90	1896	0.00014	1665	2
TIAM1_HUMAN	1.00	0.90	1887	0.00014	1656	2
GDIR_HUMAN	1.00	0.90	1888	0.00014	1657	2
CASB_HUMAN	1.00	0.90	1885	0.00014	1654	2
CC104_HUMAN	1.00	0.90	1886	0.00014	1655	2
MAGI1_HUMAN	1.00	0.90	1890	0.00014	1659	2
SFPQ_HUMAN	2.00	1.81	816	0.00023	454	1
TNR12_HUMAN	1.00	0.90	1889	0.00014	1658	2
DICER_HUMAN	2.00	1.81	815	0.00023	453	1
MCF2L_HUMAN	1.00	0.90	1881	0.00014	1650	2
TRIO_HUMAN	1.00	0.90	1880	0.00014	1649	2
CLIP1_HUMAN	1.00	0.90	1879	0.00014	1648	2
PLXB1_HUMAN	1.00	0.90	1878	0.00014	1647	2
ACTB_HUMAN	2.00	1.81	814	0.00023	452	1
KS6B1_HUMAN	1.00	0.90	1884	0.00014	1653	2
PKHG2_HUMAN	1.00	0.90	1883	0.00014	1652	2
INGR1_HUMAN	1.00	0.90	1882	0.00014	1651	2
TBA4A_HUMAN	1.00	0.90	1873	0.00014	1642	2
GDIR3_HUMAN	1.00	0.90	1872	0.00014	1641	2
DIAP3_HUMAN	1.00	0.90	1871	0.00014	1640	2
CXCR4_HUMAN	3.00	2.71	475	0.00027	328	1
NGEF_HUMAN	1.00	0.90	1877	0.00014	1646	2
RCC2_HUMAN	1.00	0.90	1876	0.00014	1645	2
C42S1_HUMAN	1.00	0.90	1875	0.00014	1644	2
HACD3_HUMAN	1.00	0.90	1874	0.00014	1643	2
RHG17_HUMAN	1.00	0.90	1865	0.00014	1634	2
S1PR3_HUMAN	1.00	0.90	1866	0.00014	1635	2
RHG31_HUMAN	1.00	0.90	1867	0.00014	1636	2
IQGA1_HUMAN	1.00	0.90	1868	0.00014	1637	2
MAP2_HUMAN	1.00	0.90	1869	0.00014	1638	2
NCK1_HUMAN	2.00	1.81	812	0.00020	617	1
ARHG1_HUMAN	1.00	0.90	1870	0.00014	1639	2
DMPK_HUMAN	2.00	1.81	813	0.00023	451	1
ABI2_HUMAN	1.00	0.90	1858	0.00014	1627	2
ARFP2_HUMAN	1.00	0.90	1859	0.00014	1628	2
WASP_HUMAN	1.00	0.90	1860	0.00014	1629	2
IQGA2_HUMAN	1.00	0.90	1861	0.00014	1630	2
ERBB2_HUMAN	2.00	1.81	811	0.00020	616	1
UBP6_HUMAN	1.00	0.90	1862	0.00014	1631	2
FES_HUMAN	1.00	0.90	1863	0.00014	1632	2
RGAP1_HUMAN	1.00	0.90	1864	0.00014	1633	2
DOCK1_HUMAN	1.00	0.90	1851	0.00014	1620	2
VCAM1_HUMAN	3.00	2.71	474	0.00027	327	1
3BP1_HUMAN	1.00	0.90	1853	0.00014	1622	2
RHG35_HUMAN	1.00	0.90	1852	0.00014	1621	2
SYNJ2_HUMAN	1.00	0.90	1855	0.00014	1624	2
VAV3_HUMAN	1.00	0.90	1854	0.00014	1623	2
SH3R2_HUMAN	1.00	0.90	1857	0.00014	1626	2
PLD1_HUMAN	1.00	0.90	1856	0.00014	1625	2
TOM1_HUMAN	1.00	0.90	1844	0.00014	1613	2
CYFP2_HUMAN	1.00	0.90	1843	0.00014	1612	2
M3K10_HUMAN	1.00	0.90	1846	0.00014	1615	2
WASL_HUMAN	1.00	0.90	1845	0.00014	1614	2
RTKN_HUMAN	1.00	0.90	1848	0.00014	1617	2
TIAM2_HUMAN	1.00	0.90	1847	0.00014	1616	2
C42S2_HUMAN	1.00	0.90	1850	0.00014	1619	2
ABI1_HUMAN	1.00	0.90	1849	0.00014	1618	2
PAK4_HUMAN	1.00	0.90	2062	0.00014	1786	2
WASF2_HUMAN	1.00	0.90	2061	0.00014	1785	2
PREX2_HUMAN	1.00	0.90	2060	0.00014	1784	2
DOCK2_HUMAN	1.00	0.90	2059	0.00014	1783	2
SPT13_HUMAN	1.00	0.90	2058	0.00014	1782	2
SDF1_HUMAN	2.00	1.81	831	0.00020	629	1
RHG05_HUMAN	1.00	0.90	2057	0.00014	1781	2
DVL3_HUMAN	1.00	0.90	2056	0.00014	1780	2
ICMT_HUMAN	1.00	0.90	2067	0.00014	1791	2
PLAK_HUMAN	1.00	0.90	2066	0.00014	1790	2
PREX1_HUMAN	1.00	0.90	2065	0.00014	1789	2
IQGA3_HUMAN	1.00	0.90	2064	0.00014	1788	2
EFNB2_HUMAN	2.00	1.81	834	0.00020	622	1
S1PR1_HUMAN	2.00	1.81	833	0.00020	621	1
FARP2_HUMAN	1.00	0.90	2063	0.00014	1787	2
SOS1_HUMAN	2.00	1.81	832	0.00020	682	1
SDC4_HUMAN	1.00	0.90	2046	0.00014	1770	2
EFNB3_HUMAN	1.00	0.90	2047	0.00014	1771	2
ITA5_HUMAN	1.00	0.90	2045	0.00014	1769	2
DOCK7_HUMAN	2.00	1.81	830	0.00023	457	1
NCK2_HUMAN	1.00	0.90	2043	0.00014	1767	2
RHG39_HUMAN	1.00	0.90	2044	0.00014	1768	2
UNC5A_HUMAN	1.00	0.90	2041	0.00014	1765	2
FHOD1_HUMAN	1.00	0.90	2042	0.00014	1766	2
GDS1_HUMAN	1.00	0.90	2054	0.00014	1778	2
IL1AP_HUMAN	1.00	0.90	2055	0.00014	1779	2
PAR6A_HUMAN	1.00	0.90	2052	0.00014	1776	2
PAR6G_HUMAN	1.00	0.90	2053	0.00014	1777	2
LIS1_HUMAN	1.00	0.90	2050	0.00014	1774	2
P85B_HUMAN	1.00	0.90	2051	0.00014	1775	2
DOCK6_HUMAN	1.00	0.90	2048	0.00014	1772	2
EDNRA_HUMAN	1.00	0.90	2049	0.00014	1773	2
KLH20_HUMAN	1.00	0.90	2031	0.00014	1755	2
DOK2_HUMAN	1.00	0.90	2030	0.00014	1754	2
P55G_HUMAN	1.00	0.90	2033	0.00014	1757	2
PI51C_HUMAN	1.00	0.90	2032	0.00014	1756	2
PI51B_HUMAN	1.00	0.90	2027	0.00014	1751	2
TP4A1_HUMAN	1.00	0.90	2026	0.00014	1750	2
TP4A3_HUMAN	1.00	0.90	2029	0.00014	1753	2
ARHG2_HUMAN	1.00	0.90	2028	0.00014	1752	2
DOCK8_HUMAN	1.00	0.90	2039	0.00014	1763	2
FMNL_HUMAN	1.00	0.90	2038	0.00014	1762	2
TLR2_HUMAN	1.00	0.90	2040	0.00014	1764	2
VWF_HUMAN	2.00	1.81	829	0.00020	620	1
CNTP1_HUMAN	1.00	0.90	2035	0.00014	1759	2
ARHG7_HUMAN	1.00	0.90	2034	0.00014	1758	2
KTN1_HUMAN	1.00	0.90	2037	0.00014	1761	2
NOXO1_HUMAN	1.00	0.90	2036	0.00014	1760	2
RAB35_HUMAN	1.00	0.90	2016	0.00014	1740	2
S2A4R_HUMAN	1.00	0.90	2017	0.00014	1741	2
ARHGJ_HUMAN	1.00	0.90	2018	0.00014	1742	2
EGF_HUMAN	2.00	1.81	828	0.00020	619	1
RHG01_HUMAN	1.00	0.90	2012	0.00014	1736	2
RAB8A_HUMAN	1.00	0.90	2013	0.00014	1737	2
DVL1_HUMAN	1.00	0.90	2014	0.00014	1738	2
OPHN1_HUMAN	1.00	0.90	2015	0.00014	1739	2
RBP1_HUMAN	3.00	2.71	480	0.00026	361	1
ROCK2_HUMAN	1.00	0.90	2023	0.00014	1747	2
VAV2_HUMAN	1.00	0.90	2024	0.00014	1748	2
GRN_HUMAN	1.00	0.90	2025	0.00014	1749	2
NET1_HUMAN	1.00	0.90	2019	0.00014	1743	2
LTBP4_HUMAN	1.00	0.90	2020	0.00014	1744	2
EPHB1_HUMAN	1.00	0.90	2021	0.00014	1745	2
RAB13_HUMAN	1.00	0.90	2022	0.00014	1746	2
RHG24_HUMAN	1.00	0.90	1999	0.00014	1723	2
EXOC5_HUMAN	1.00	0.90	1998	0.00014	1722	2
RAB14_HUMAN	1.00	0.90	1997	0.00014	1721	2
SRGP2_HUMAN	1.00	0.90	1996	0.00014	1720	2
EPS8_HUMAN	1.00	0.90	2003	0.00014	1727	2
EFNA1_HUMAN	1.00	0.90	2002	0.00014	1726	2
SPN90_HUMAN	1.00	0.90	2001	0.00014	1725	2
BCA1_HUMAN	1.00	0.90	2000	0.00014	1724	2
COX3_HUMAN	1.00	0.90	2007	0.00014	1731	2
ANGL4_HUMAN	1.00	0.90	2006	0.00014	1730	2
CRKL_HUMAN	1.00	0.90	2005	0.00014	1729	2
EPHB3_HUMAN	1.00	0.90	2004	0.00014	1728	2
FRK_HUMAN	1.00	0.90	2011	0.00014	1735	2
HGF_HUMAN	1.00	0.90	2010	0.00014	1734	2
EXOC6_HUMAN	1.00	0.90	2009	0.00014	1733	2
PLXA1_HUMAN	1.00	0.90	2008	0.00014	1732	2
RAB10_HUMAN	1.00	0.90	1984	0.00014	1708	2
SEM4D_HUMAN	1.00	0.90	1985	0.00014	1709	2
M4K2_HUMAN	2.00	1.81	825	0.00020	681	1
DIAP1_HUMAN	1.00	0.90	1983	0.00014	1707	2
ROBO1_HUMAN	1.00	0.90	1987	0.00014	1711	2
ARF6_HUMAN	1.00	0.90	1988	0.00014	1712	2
CD86_HUMAN	2.00	1.81	826	0.00020	628	1
ABR_HUMAN	1.00	0.90	1986	0.00014	1710	2
WNT5A_HUMAN	1.00	0.90	1990	0.00014	1714	2
DOCK9_HUMAN	1.00	0.90	1991	0.00014	1715	2
PLXA3_HUMAN	2.00	1.81	827	0.00023	456	1
SRGP1_HUMAN	1.00	0.90	1989	0.00014	1713	2
KIT_HUMAN	1.00	0.90	1994	0.00014	1718	2
SOS2_HUMAN	1.00	0.90	1995	0.00014	1719	2
COG5_HUMAN	1.00	0.90	1992	0.00014	1716	2
PLXA2_HUMAN	1.00	0.90	1993	0.00014	1717	2
ABLM1_HUMAN	1.00	0.90	1970	0.00014	1694	2
ABLM2_HUMAN	1.00	0.90	1969	0.00014	1693	2
ABLM3_HUMAN	1.00	0.90	1971	0.00014	1695	2
GPC1_HUMAN	2.00	1.81	824	0.00020	618	1
SNP23_HUMAN	1.00	0.90	1973	0.00014	1697	2
GIT2_HUMAN	1.00	0.90	1972	0.00014	1696	2
ASPC1_HUMAN	1.00	0.90	1975	0.00014	1699	2
FZD2_HUMAN	1.00	0.90	1974	0.00014	1698	2
ARTN_HUMAN	1.00	0.90	1976	0.00014	1700	2
MMP9_HUMAN	3.00	2.71	479	0.00027	330	1
SLIT2_HUMAN	1.00	0.90	1978	0.00014	1702	2
DOC11_HUMAN	1.00	0.90	1977	0.00014	1701	2
EXOC8_HUMAN	1.00	0.90	1980	0.00014	1704	2
ACTN3_HUMAN	1.00	0.90	1979	0.00014	1703	2
CD5R1_HUMAN	1.00	0.90	1982	0.00014	1706	2
EDG1_HUMAN	1.00	0.90	1981	0.00014	1705	2
GBG1_HUMAN	1.00	0.90	1954	0.00014	1687	2
ITB3_HUMAN	1.00	0.90	1955	0.00014	1688	2
NTRK1_HUMAN	1.00	0.90	1956	0.00014	1689	2
P3C2G_HUMAN	1.00	0.90	1957	0.00014	1690	2
PSA7L_HUMAN	1.00	0.90	1958	0.00014	1691	2
STXB3_HUMAN	2.00	1.81	823	0.00023	455	1
TREM2_HUMAN	1.00	0.90	1959	0.00014	1692	2
BAG6_HUMAN	1.00	0.90	1960	0.00016	878	1
COIL_HUMAN	1.00	0.90	1961	0.00016	879	1
GAR1_HUMAN	1.00	0.90	1962	0.00016	880	1
GDF9_HUMAN	1.00	0.90	1963	0.00016	881	1
GEMI4_HUMAN	1.00	0.90	1964	0.00016	882	1
LRIF1_HUMAN	1.00	0.90	1965	0.00016	883	1
LSM11_HUMAN	1.00	0.90	1966	0.00016	884	1
NTAQ1_HUMAN	1.00	0.90	1967	0.00016	885	1
RUXE_HUMAN	1.00	0.90	1968	0.00016	886	1
U119A_HUMAN	1.00	0.90	2196	0.00016	903	1
STRAP_HUMAN	1.00	0.90	2197	0.00016	904	1
GEMI6_HUMAN	1.00	0.90	2198	0.00016	905	1
GEMI2_HUMAN	1.00	0.90	2199	0.00016	906	1
ILF3_HUMAN	1.00	0.90	2200	0.00016	907	1
LENG8_HUMAN	1.00	0.90	2201	0.00016	908	1
LSM10_HUMAN	1.00	0.90	2202	0.00016	909	1
RFOX2_HUMAN	1.00	0.90	2203	0.00016	910	1
GEMI8_HUMAN	1.00	0.90	2204	0.00016	911	1
LSM6_HUMAN	1.00	0.90	2205	0.00016	912	1
FBRL_HUMAN	1.00	0.90	2206	0.00016	913	1
HNRH1_HUMAN	1.00	0.90	2207	0.00016	914	1
ROA2_HUMAN	1.00	0.90	2208	0.00016	915	1
RU17_HUMAN	1.00	0.90	2209	0.00016	916	1
HNRH3_HUMAN	1.00	0.90	2210	0.00016	917	1
LSM4_HUMAN	1.00	0.90	2211	0.00016	918	1
SPN1_HUMAN	1.00	0.90	2181	0.00016	888	1
RU2A_HUMAN	1.00	0.90	2180	0.00016	887	1
DDX20_HUMAN	1.00	0.90	2183	0.00016	890	1
HNRPR_HUMAN	1.00	0.90	2182	0.00016	889	1
NONO_HUMAN	1.00	0.90	2185	0.00016	892	1
LSM7_HUMAN	1.00	0.90	2184	0.00016	891	1
NOP56_HUMAN	1.00	0.90	2187	0.00016	894	1
TR150_HUMAN	1.00	0.90	2186	0.00016	893	1
KPYM_HUMAN	1.00	0.90	2189	0.00016	896	1
RSMB_HUMAN	1.00	0.90	2188	0.00016	895	1
DHX9_HUMAN	1.00	0.90	2191	0.00016	898	1
GEMI7_HUMAN	1.00	0.90	2190	0.00016	897	1
SLX1_HUMAN	1.00	0.90	2193	0.00016	900	1
RUXG_HUMAN	1.00	0.90	2192	0.00016	899	1
RBBP6_HUMAN	1.00	0.90	2195	0.00016	902	1
ZRAB2_HUMAN	1.00	0.90	2194	0.00016	901	1
H31T_HUMAN	1.00	0.90	2230	0.00016	937	1
TCRG1_HUMAN	1.00	0.90	2231	0.00016	938	1
A1BG_HUMAN	1.00	0.90	2228	0.00016	935	1
A2MG_HUMAN	1.00	0.90	2229	0.00016	936	1
ACL6B_HUMAN	1.00	0.90	2234	0.00016	941	1
AGAP1_HUMAN	1.00	0.90	2235	0.00016	942	1
APLP1_HUMAN	1.00	0.90	2232	0.00016	939	1
ARFG1_HUMAN	1.00	0.90	2233	0.00016	940	1
ATPB_HUMAN	1.00	0.90	2238	0.00016	945	1
ATS10_HUMAN	1.00	0.90	2239	0.00016	946	1
CAB45_HUMAN	1.00	0.90	2236	0.00016	943	1
CC90B_HUMAN	1.00	0.90	2237	0.00016	944	1
CHSP1_HUMAN	1.00	0.90	2242	0.00016	949	1
CO4A2_HUMAN	1.00	0.90	2243	0.00016	950	1
CO4A5_HUMAN	1.00	0.90	2240	0.00016	947	1
CRIP2_HUMAN	1.00	0.90	2241	0.00016	948	1
CS060_HUMAN	1.00	0.90	2215	0.00016	922	1
CSAD_HUMAN	1.00	0.90	2214	0.00016	921	1
DDAH2_HUMAN	1.00	0.90	2213	0.00016	920	1
DMP4_HUMAN	1.00	0.90	2212	0.00016	919	1
DUS2L_HUMAN	1.00	0.90	2219	0.00016	926	1
ECHB_HUMAN	1.00	0.90	2218	0.00016	925	1
EIF3G_HUMAN	1.00	0.90	2217	0.00016	924	1
EM55_HUMAN	1.00	0.90	2216	0.00016	923	1
EXT2_HUMAN	1.00	0.90	2223	0.00016	930	1
FAD1_HUMAN	1.00	0.90	2222	0.00016	929	1
FIBB_HUMAN	1.00	0.90	2221	0.00016	928	1
HMGX3_HUMAN	1.00	0.90	2220	0.00016	927	1
IMMT_HUMAN	1.00	0.90	2227	0.00016	934	1
INP5K_HUMAN	1.00	0.90	2226	0.00016	933	1
JADE1_HUMAN	1.00	0.90	2225	0.00016	932	1
KBRS2_HUMAN	1.00	0.90	2224	0.00016	931	1
KI67_HUMAN	1.00	0.90	2263	0.00016	970	1
KIF5A_HUMAN	1.00	0.90	2264	0.00016	971	1
KLHL5_HUMAN	1.00	0.90	2265	0.00016	972	1
KMT2B_HUMAN	1.00	0.90	2266	0.00016	973	1
MAST2_HUMAN	1.00	0.90	2259	0.00016	966	1
MED31_HUMAN	1.00	0.90	2260	0.00016	967	1
MYOME_HUMAN	1.00	0.90	2261	0.00016	968	1
PSME1_HUMAN	1.00	0.90	2262	0.00016	969	1
RBBP4_HUMAN	1.00	0.90	2271	0.00016	978	1
RM37_HUMAN	1.00	0.90	2272	0.00016	979	1
RS2_HUMAN	1.00	0.90	2273	0.00016	980	1
SEM5B_HUMAN	1.00	0.90	2274	0.00016	981	1
SMC5_HUMAN	1.00	0.90	2267	0.00016	974	1
SP110_HUMAN	1.00	0.90	2268	0.00016	975	1
TBB3_HUMAN	1.00	0.90	2269	0.00016	976	1
TRM2A_HUMAN	1.00	0.90	2270	0.00016	977	1
TYB4_HUMAN	1.00	0.90	2248	0.00016	955	1
UBP4_HUMAN	2.00	1.81	848	0.00021	531	1
VATA_HUMAN	1.00	0.90	2250	0.00016	957	1
WDR18_HUMAN	1.00	0.90	2249	0.00016	956	1
WDR73_HUMAN	1.00	0.90	2245	0.00016	952	1
WIZ_HUMAN	1.00	0.90	2244	0.00016	951	1
ZBT16_HUMAN	1.00	0.90	2247	0.00016	954	1
ZN431_HUMAN	1.00	0.90	2246	0.00016	953	1
ZXDC_HUMAN	1.00	0.90	2256	0.00016	963	1
LSM5_HUMAN	1.00	0.90	2255	0.00016	962	1
HDA11_HUMAN	1.00	0.90	2258	0.00016	965	1
RU2B_HUMAN	1.00	0.90	2257	0.00016	964	1
STXB2_HUMAN	1.00	0.90	2252	0.00016	959	1
LEG1_HUMAN	1.00	0.90	2251	0.00016	958	1
SERF1_HUMAN	1.00	0.90	2254	0.00016	961	1
ROA1_HUMAN	1.00	0.90	2253	0.00016	960	1
SMD3_HUMAN	1.00	0.90	2295	0.00016	992	1
RUXF_HUMAN	1.00	0.90	2296	0.00016	993	1
SMD1_HUMAN	1.00	0.90	2293	0.00016	990	1
SMD2_HUMAN	1.00	0.90	2294	0.00016	991	1
NOLA1_HUMAN	1.00	0.90	2291	0.00016	988	1
TIAR_HUMAN	1.00	0.90	2292	0.00016	989	1
RPB1_HUMAN	1.00	0.90	2289	0.00016	986	1
OSTF1_HUMAN	1.00	0.90	2290	0.00016	987	1
LSM2_HUMAN	1.00	0.90	2303	0.00016	1000	1
COPA_HUMAN	1.00	0.90	2304	0.00016	1001	1
MIB1_HUMAN	1.00	0.90	2301	0.00016	998	1
SRP09_HUMAN	1.00	0.90	2302	0.00016	999	1
SRP19_HUMAN	1.00	0.90	2299	0.00016	996	1
SRP54_HUMAN	1.00	0.90	2300	0.00016	997	1
SRP68_HUMAN	1.00	0.90	2297	0.00016	994	1
SNRPA_HUMAN	1.00	0.90	2298	0.00016	995	1
PERQ2_HUMAN	1.00	0.90	2282	0.00016	985	1
POP7_HUMAN	1.00	0.90	2281	0.00016	984	1
SRSF3_HUMAN	1.00	0.90	2280	0.00016	983	1
HNRPQ_HUMAN	1.00	0.90	2279	0.00016	982	1
RN19A_HUMAN	1.00	0.90	2278	0.00013	1869	1
HXB2_HUMAN	1.00	0.90	2277	0.00013	1868	1
DYLT1_HUMAN	1.00	0.90	2276	0.00013	1867	1
PRP6_HUMAN	1.00	0.90	2275	0.00013	1866	1
MARH5_HUMAN	1.00	0.90	2288	0.00013	1875	1
OPTN_HUMAN	3.00	2.71	483	0.00026	382	1
COMD1_HUMAN	1.00	0.90	2287	0.00013	1874	1
FOXA1_HUMAN	1.00	0.90	2286	0.00013	1873	1
DNJB1_HUMAN	1.00	0.90	2285	0.00013	1872	1
MIA40_HUMAN	2.00	1.81	849	0.00022	485	1
SYK_HUMAN	1.00	0.90	2284	0.00013	1871	1
LAMP2_HUMAN	1.00	0.90	2283	0.00013	1870	1
TADBP_HUMAN	1.00	0.90	2086	0.00013	1860	1
C1QBP_HUMAN	1.00	0.90	2085	0.00013	1859	1
DC2L1_HUMAN	1.00	0.90	2088	0.00013	1862	1
NBR1_HUMAN	1.00	0.90	2087	0.00013	1861	1
PLEK_HUMAN	1.00	0.90	2090	0.00013	1864	1
TITIN_HUMAN	1.00	0.90	2089	0.00013	1863	1
VINC_HUMAN	1.00	0.90	2092	0.00013	1865	1
TM40L_HUMAN	1.00	0.90	2091	0.00033	212	4
RAB1B_HUMAN	1.00	0.90	2081	0.00033	211	4
TNR1B_HUMAN	28.00	25.27	47	0.00209	42	1
ADA17_HUMAN	2.00	1.81	838	0.00019	717	1
PDK1L_HUMAN	1.00	0.90	2082	0.00013	1938	1
TNFB_HUMAN	3.00	2.71	481	0.00025	402	1
LYAM2_HUMAN	2.00	1.81	839	0.00019	694	1
ADAM9_HUMAN	1.00	0.90	2084	0.00013	1940	1
RNF31_HUMAN	1.00	0.90	2083	0.00013	1939	1
MMP17_HUMAN	1.00	0.90	2073	0.00013	1930	1
HOIL1_HUMAN	1.00	0.90	2074	0.00013	1931	1
PO2F1_HUMAN	1.00	0.90	2075	0.00013	1932	1
PRTN3_HUMAN	1.00	0.90	2076	0.00013	1933	1
CSF2_HUMAN	1.00	0.90	2077	0.00013	1934	1
IL23A_HUMAN	1.00	0.90	2078	0.00013	1935	1
TFIP8_HUMAN	1.00	0.90	2079	0.00013	1936	1
IFNG_HUMAN	1.00	0.90	2080	0.00013	1937	1
CCL2_HUMAN	2.00	1.81	835	0.00019	691	1
LIPL_HUMAN	1.00	0.90	2068	0.00013	1925	1
TF_HUMAN	2.00	1.81	836	0.00019	692	1
CD83_HUMAN	1.00	0.90	2069	0.00013	1926	1
MMP1_HUMAN	2.00	1.81	837	0.00019	693	1
UROK_HUMAN	1.00	0.90	2070	0.00013	1927	1
ANF_HUMAN	1.00	0.90	2071	0.00013	1928	1
PRL_HUMAN	1.00	0.90	2072	0.00013	1929	1
CD38_HUMAN	1.00	0.90	2115	0.00013	1963	1
ITAM_HUMAN	1.00	0.90	2114	0.00013	1962	1
PGS1_HUMAN	1.00	0.90	2113	0.00013	1961	1
IRF1_HUMAN	1.00	0.90	2112	0.00013	1960	1
CSF1_HUMAN	1.00	0.90	2118	0.00013	1966	1
MYLK_HUMAN	1.00	0.90	2117	0.00013	1965	1
PGS2_HUMAN	2.00	1.81	845	0.00019	698	1
VEGFC_HUMAN	1.00	0.90	2116	0.00013	1964	1
CH3L1_HUMAN	1.00	0.90	2107	0.00013	1955	1
OTUL_HUMAN	1.00	0.90	2106	0.00013	1954	1
SHRPN_HUMAN	2.00	1.81	844	0.00019	729	1
CYLD_HUMAN	2.00	1.81	843	0.00019	728	1
FOXP3_HUMAN	1.00	0.90	2111	0.00013	1959	1
RETN_HUMAN	1.00	0.90	2110	0.00013	1958	1
CD59_HUMAN	1.00	0.90	2109	0.00013	1957	1
PIGR_HUMAN	1.00	0.90	2108	0.00013	1956	1
